pays;reseau;nom;cle;Nobs;echantillon;p60;p300;dispersion;famille;motif
Allemagne;de_gtfsde;;de_gtfsde|149672;21.8;87;42.5;81.6;52.9;A_QUALIFIER;
Pays-Bas;nl_ovapi;Vierlingsbeek;nl_ovapi|vierlingsbeek@51.59,6.00;30.8;185;51.4;93.5;46.5;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|456267;15.5;62;41.9;77.4;48.4;A_QUALIFIER;
Pays-Bas;nl_ovapi;Feanwâlden;nl_ovapi|feanwlden@53.24,5.99;33.3;133;55.6;99.2;44.4;EXCLUE;ponctualite 99.2 %
Pays-Bas;nl_ovapi;Alphen a/d Rijn;nl_ovapi|alphenadrijn@52.12,4.66;25.4;127;95.3;98.4;3.1;EXCLUE;ponctualite 98.4 %
Allemagne;de_gtfsde;;de_gtfsde|327861;18.5;74;63.5;86.5;36.5;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|621790;18.8;75;62.7;90.7;34.7;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|480474;25.5;102;32.4;86.3;63.7;A_QUALIFIER;
Etats-Unis;us_mta_lirr;;us_mta_lirr|64;31;155;52.9;93.5;47.1;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|282323;27;108;35.2;59.3;50;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|361117;22.3;89;58.4;86.5;34.8;A_QUALIFIER;
Pays-Bas;nl_ovapi;Utrecht Leidsche Rijn;nl_ovapi|utrechtleidscherijn@52.10,5.07;30.5;183;86.9;98.4;12.6;EXCLUE;ponctualite 98.4 %
Etats-Unis;us_mbta;Ruggles;us_mbta|ruggles@42.34,-71.09;27.7;166;100;100;0;EXCLUE;100 % des mouvements sous 60 s , aucun retard superieur a 5 min , dispersion 0.0 pt
Allemagne;de_gtfsde;;de_gtfsde|295885;26;104;63.5;88.5;32.7;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|190319;11.5;46;41.3;80.4;56.5;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|607405;23.3;93;40.9;88.2;54.8;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|30923;20.8;83;37.3;73.5;54.2;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|638259;25.8;103;77.7;96.1;20.4;A_QUALIFIER;
Allemagne;de_gtfsde;Frankfurt (Main) Lokalbahnhof;de_gtfsde|frankfurtmainlokalbahnhof@50.10,8.69;18;72;62.5;77.8;33.3;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|665386;14.8;59;45.8;72.9;37.3;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|528770;23.8;95;69.5;96.8;28.4;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|93117;25;100;38;70;55;A_QUALIFIER;
Pays-Bas;nl_ovapi;Antwerpen-Berchem;nl_ovapi|antwerpenberchem@51.20,4.43;11.3;45;37.8;80;46.7;A_QUALIFIER;
Etats-Unis;us_mta_lirr;;us_mta_lirr|136;27.4;137;41.6;86.1;58.4;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|528819;23.8;95;73.7;96.8;26.3;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|648403;11.8;47;53.2;76.6;25.5;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|358586;22.8;91;48.4;90.1;48.4;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|575001;24;96;63.5;84.4;28.1;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|131499;19.5;78;41;80.8;52.6;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|492320;20.5;82;67.1;91.5;31.7;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|572869;22.3;89;58.4;83.1;30.3;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|20197;26.5;106;88.7;97.2;10.4;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|155506;19.8;79;51.9;81;44.3;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|365889;29.8;119;26.9;51.3;46.2;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|182221;23.8;95;36.8;78.9;58.9;A_QUALIFIER;
Pays-Bas;nl_ovapi;Overveen;nl_ovapi|overveen@52.39,4.61;22.8;91;45.1;98.9;54.9;QUARANTAINE;ponctualite 98.9 %
Pays-Bas;nl_ovapi;Amersfoort Vathorst;nl_ovapi|amersfoortvathorst@52.19,5.43;27.5;165;73.3;96.4;26.7;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|498988;24.3;97;81.4;99;18.6;QUARANTAINE;ponctualite 99.0 %
Allemagne;de_gtfsde;;de_gtfsde|581739;21;84;67.9;79.8;26.2;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|45952;15;60;66.7;80;21.7;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|628254;23;92;18.5;68.5;72.8;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|96289;26;104;70.2;95.2;28.8;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|521900;19;76;67.1;97.4;31.6;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|382010;25;100;57;91;38;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|637859;25.8;103;33;68.9;50.5;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|326982;18.5;74;58.1;77;35.1;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|544943;23;92;34.8;77.2;58.7;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|207348;11.5;46;63;84.8;34.8;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|39545;16;64;42.2;78.1;50;A_QUALIFIER;
Pays-Bas;nl_ovapi;Baarn;nl_ovapi|baarn@52.21,5.28;26.3;158;60.8;96.2;36.7;A_QUALIFIER;
Etats-Unis;us_mta_mnr;;us_mta_mnr|172;0;0;0;0;0;QUARANTAINE;dispersion 0.0 pt
Allemagne;de_gtfsde;;de_gtfsde|410538;24.8;99;38.4;76.8;47.5;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|100988;20.3;81;60.5;88.9;33.3;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|478807;24.8;99;80.8;94.9;17.2;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|448771;20.8;83;53;83.1;38.6;A_QUALIFIER;
Etats-Unis;us_mta_lirr;;us_mta_lirr|92;21.2;106;49.1;83;46.2;A_QUALIFIER;
France;fr_sncf;Orry-la-Ville - Coye;fr_sncf|UIC87276279;14.3;86;66.3;86;25.6;A_QUALIFIER;
Etats-Unis;us_mta_mnr;;us_mta_mnr|153;10;60;28.3;76.7;60;A_QUALIFIER;
Etats-Unis;us_mta_mnr;;us_mta_mnr|154;9.5;57;28.1;77.2;61.4;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|51823;20.8;83;55.4;73.5;24.1;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|33426;22.5;90;60;80;34.4;A_QUALIFIER;
Allemagne;de_gtfsde;Ritschenhausen (Bushaltestelle);de_gtfsde|ritschenhausenbushaltestelle@50.51,10.43;15.3;61;70.5;93.4;26.2;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|68586;23.3;93;36.6;71;48.4;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|106404;12.5;50;54;76;34;A_QUALIFIER;
Allemagne;de_gtfsde;Leipzig Coppiplatz;de_gtfsde|leipzigcoppiplatz@51.37,12.37;23.2;116;67.2;96.6;32.8;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|239194;24.3;97;72.2;97.9;27.8;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|1544;18.3;73;16.4;58.9;68.5;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|599929;19.8;79;34.2;75.9;57;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|394825;21.8;87;49.4;88.5;44.8;A_QUALIFIER;
Allemagne;de_gtfsde;Kerpen Horrem Bf;de_gtfsde|kerpenhorrembf@50.92,6.71;17.4;87;49.4;81.6;44.8;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|234741;24.5;98;33.7;76.5;56.1;A_QUALIFIER;
Pays-Bas;nl_ovapi;Amsterdam Holendrecht;nl_ovapi|amsterdamholendrecht@52.30,4.96;31;186;69.9;97.3;28.5;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|659145;20.3;81;65.4;96.3;34.6;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|359108;17.8;71;59.2;77.5;32.4;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|77804;20;80;67.5;85;26.2;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|595548;18.8;75;66.7;89.3;29.3;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|422999;17.8;71;18.3;62;69;A_QUALIFIER;
Pays-Bas;nl_ovapi;Buitenpost;nl_ovapi|buitenpost@53.26,6.14;30;120;39.2;97.5;60.8;A_QUALIFIER;
Allemagne;de_gtfsde;Calbe(Saale) West;de_gtfsde|calbesaalewest@51.91,11.76;19;76;15.8;36.8;42.1;A_QUALIFIER;
Allemagne;de_gtfsde;Sparrieshoop;de_gtfsde|sparrieshoop@53.78,9.69;15.2;91;56;74.7;29.7;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|113985;15.5;62;41.9;79;51.6;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|120864;22.3;89;70.8;94.4;25.8;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|31426;21.5;86;96.5;98.8;3.5;QUARANTAINE;ponctualite 98.8 %
Allemagne;de_gtfsde;;de_gtfsde|404344;16;64;48.4;78.1;34.4;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|634559;21.3;85;27.1;75.3;67.1;A_QUALIFIER;
Etats-Unis;us_mta_lirr;;us_mta_lirr|8;27.8;139;50.4;87.8;49.6;A_QUALIFIER;
France;fr_sncf;Béziers;fr_sncf|UIC87781005;11;66;30.3;53;28.8;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|571911;19;76;31.6;77.6;63.2;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|187446;17.3;69;53.6;82.6;39.1;A_QUALIFIER;
Pays-Bas;nl_ovapi;Halfweg-Zwanenburg;nl_ovapi|halfwegzwanenburg@52.38,4.75;18.8;113;77.9;99.1;21.2;EXCLUE;ponctualite 99.1 %
Pays-Bas;nl_ovapi;Haarlem Spaarnwoude;nl_ovapi|haarlemspaarnwoude@52.38,4.67;22.5;135;62.2;98.5;37;EXCLUE;ponctualite 98.5 %
France;fr_sncf;Dijon;fr_sncf|UIC87713040;7;42;71.4;90.5;19;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|375378;14;56;46.4;73.2;50;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|152053;20.3;81;28.4;56.8;51.9;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|247110;20.8;83;68.7;98.8;31.3;QUARANTAINE;ponctualite 98.8 %
Allemagne;de_gtfsde;;de_gtfsde|223139;19.8;79;58.2;79.7;26.6;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|657147;16.8;67;56.7;86.6;41.8;A_QUALIFIER;
France;fr_sncf;Rouen Rive Droite;fr_sncf|UIC87411017;6.4;32;68.8;84.4;28.1;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|294917;23.5;94;45.7;89.4;46.8;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|555463;18.3;73;52.1;78.1;37;A_QUALIFIER;
Pays-Bas;nl_ovapi;Arnhem Presikhaaf;nl_ovapi|arnhempresikhaaf@51.99,5.94;24.4;122;73;95.9;26.2;A_QUALIFIER;
Pays-Bas;nl_ovapi;Velp;nl_ovapi|velp@52.00,5.98;24.2;121;70.2;95.9;28.9;A_QUALIFIER;
Pays-Bas;nl_ovapi;Rheden;nl_ovapi|rheden@52.01,6.03;17.4;87;77;94.3;21.8;A_QUALIFIER;
Pays-Bas;nl_ovapi;Brummen;nl_ovapi|brummen@52.09,6.15;15.6;78;69.2;96.2;29.5;A_QUALIFIER;
France;fr_sncf;Avignon TGV;fr_sncf|UIC87318964;11.2;67;26.9;58.2;41.8;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|542538;20.3;81;46.9;85.2;49.4;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|428983;11.5;46;50;89.1;41.3;A_QUALIFIER;
Etats-Unis;us_mbta;North Station;us_mbta|northstation@42.37,-71.06;24.2;145;100;100;0;EXCLUE;100 % des mouvements sous 60 s , aucun retard superieur a 5 min , dispersion 0.0 pt
Allemagne;de_gtfsde;;de_gtfsde|649682;22.5;90;32.2;74.4;58.9;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|587142;20.5;82;41.5;79.3;52.4;A_QUALIFIER;
France;fr_sncf;Ambérieu-en-Bugey;fr_sncf|UIC87743716;11.2;67;65.7;89.6;28.4;A_QUALIFIER;
Allemagne;de_gtfsde;Friedland(Kr Göttingen);de_gtfsde|friedlandkrgttingen@51.42,9.91;15.2;76;71.1;96.1;27.6;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|78865;18.3;73;32.9;63;47.9;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|193433;25;100;29;65;46;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|460693;23.5;94;76.6;93.6;19.1;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|664223;18.3;73;28.8;71.2;47.9;A_QUALIFIER;
Allemagne;de_gtfsde;Walsrode;de_gtfsde|walsrode@52.87,9.60;20.7;124;65.3;96;34.7;A_QUALIFIER;
Etats-Unis;us_mta_lirr;;us_mta_lirr|16;27;135;54.8;94.8;45.2;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|48525;18.8;75;84;92;10.7;A_QUALIFIER;
Allemagne;de_gtfsde;Immenreuth;de_gtfsde|immenreuth@49.91,11.87;21.3;85;70.6;96.5;29.4;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|614272;17.8;71;56.3;94.4;43.7;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|601013;14;56;35.7;76.8;53.6;A_QUALIFIER;
Pays-Bas;nl_ovapi;Winterswijk;nl_ovapi|winterswijk@51.97,6.72;17.5;70;85.7;100;14.3;QUARANTAINE;aucun retard superieur a 5 min
France;fr_sncf;Colmar;fr_sncf|UIC87182014;6;30;76.7;90;13.3;A_QUALIFIER;
Pays-Bas;nl_ovapi;Vleuten;nl_ovapi|vleuten@52.10,5.01;26.5;159;89.9;98.1;9.4;EXCLUE;ponctualite 98.1 %
Pays-Bas;nl_ovapi;Utrecht Terwijde;nl_ovapi|utrechtterwijde@52.10,5.04;27.8;167;76.6;97.6;22.8;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|179273;16.5;66;36.4;68.2;47;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|434268;21.5;86;97.7;98.8;2.3;QUARANTAINE;ponctualite 98.8 %
Allemagne;de_gtfsde;Stift Keppel-Allenbach Bf;de_gtfsde|stiftkeppelallenbachbf@50.98,8.09;18.5;74;73;94.6;25.7;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|390803;18.3;73;27.4;56.2;45.2;A_QUALIFIER;
Pays-Bas;nl_ovapi;Zevenbergen;nl_ovapi|zevenbergen@51.64,4.61;17.6;88;80.7;100;19.3;QUARANTAINE;aucun retard superieur a 5 min
Pays-Bas;nl_ovapi;Oudenbosch;nl_ovapi|oudenbosch@51.59,4.53;23;115;89.6;100;10.4;EXCLUE;aucun retard superieur a 5 min
Allemagne;de_gtfsde;;de_gtfsde|45525;9.3;37;64.9;86.5;27;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|389314;18.3;73;41.1;78.1;47.9;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|412879;17.3;69;50.7;89.9;47.8;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|181544;17.5;70;47.1;74.3;40;A_QUALIFIER;
France;fr_sncf;Sète;fr_sncf|UIC87773200;9.7;58;29.3;53.4;31;A_QUALIFIER;
France;fr_sncf;Douai;fr_sncf|UIC87345009;4;16;68.8;81.3;25;A_QUALIFIER;
Allemagne;de_gtfsde;Nürnberg-Dürrenhof;de_gtfsde|nrnbergdrrenhof@49.45,11.10;17;85;84.7;97.6;14.1;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|440901;15.5;62;58.1;91.9;37.1;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|222126;20;80;77.5;92.5;17.5;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|380250;7.3;29;79.3;93.1;20.7;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|518985;16.5;66;51.5;93.9;48.5;A_QUALIFIER;
France;fr_sncf;Valenciennes;fr_sncf|UIC87343004;5.8;23;87;95.7;13;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|536878;16;64;51.6;78.1;35.9;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|572861;23.3;93;35.5;64.5;43;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|158163;18.8;75;54.7;89.3;36;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|400737;22;88;27.3;67;63.6;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|354640;22.5;90;81.1;97.8;18.9;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|405319;21.5;86;65.1;91.9;29.1;A_QUALIFIER;
France;fr_sncf;Creil;fr_sncf|UIC87276006;8.3;50;90;96;6;A_QUALIFIER;
Pays-Bas;nl_ovapi;Deventer Colmschate;nl_ovapi|deventercolmschate@52.25,6.22;9.8;39;59;89.7;38.5;A_QUALIFIER;
Pays-Bas;nl_ovapi;Holten;nl_ovapi|holten@52.28,6.42;9.5;38;76.3;89.5;18.4;A_QUALIFIER;
Pays-Bas;nl_ovapi;Rijssen;nl_ovapi|rijssen@52.31,6.52;9.8;39;69.2;89.7;25.6;A_QUALIFIER;
Allemagne;de_gtfsde;Hörselgau;de_gtfsde|hrselgau@50.92,10.58;17.8;89;61.8;86.5;38.2;A_QUALIFIER;
Pays-Bas;nl_ovapi;Valkenburg;nl_ovapi|valkenburg@50.87,5.83;7.6;38;89.5;100;10.5;QUARANTAINE;aucun retard superieur a 5 min
Allemagne;de_gtfsde;;de_gtfsde|515245;14.5;58;56.9;86.2;37.9;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|326244;16;64;84.4;92.2;10.9;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|525163;16.5;66;83.3;97;15.2;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|502242;17.3;69;72.5;95.7;26.1;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|433460;14.5;58;67.2;82.8;19;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|169592;13;52;44.2;86.5;53.8;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|96964;18.3;73;61.6;90.4;34.2;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|142719;17;68;48.5;85.3;51.5;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|348557;17.5;70;58.6;92.9;41.4;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|239108;12;48;43.8;75;47.9;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|470895;17.3;69;72.5;92.8;24.6;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|116389;20.3;81;59.3;91.4;37;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|306854;18.8;75;56;93.3;42.7;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|123348;19;76;55.3;92.1;42.1;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|166958;14.5;58;74.1;94.8;20.7;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|78627;11.5;46;34.8;87;63;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|11786;19.8;79;20.3;44.3;34.2;A_QUALIFIER;
Australie;au_translink_seq;Nambour station;au_translink_seq|nambourstation@-26.63,152.96;15.8;95;69.5;90.5;28.4;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|453131;20;80;81.3;97.5;17.5;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|237772;22;88;75;95.5;23.9;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|226347;20;80;58.8;93.8;38.7;A_QUALIFIER;
France;fr_sncf;Orléans;fr_sncf|UIC87543009;6.8;27;85.2;88.9;7.4;A_QUALIFIER;
Etats-Unis;us_mbta;Readville;us_mbta|readville@42.24,-71.13;20.8;125;100;100;0;EXCLUE;100 % des mouvements sous 60 s , aucun retard superieur a 5 min , dispersion 0.0 pt
France;fr_sncf;Pessac;fr_sncf|UIC87581751;8.6;43;46.5;86;46.5;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|302611;19.8;79;46.8;81;41.8;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|154307;22;88;23.9;64.8;64.8;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|654008;20.3;81;34.6;63;38.3;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|326469;19.8;79;41.8;91.1;55.7;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|482128;15.8;63;44.4;77.8;52.4;A_QUALIFIER;
France;fr_sncf;Bellegarde;fr_sncf|UIC87745000;5.7;34;70.6;82.4;17.6;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|307823;22.3;89;34.8;55.1;43.8;A_QUALIFIER;
Allemagne;de_gtfsde;Quickborn Süd;de_gtfsde|quickbornsd@53.72,9.91;19.2;96;47.9;81.3;36.5;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|617378;16.3;65;44.6;89.2;49.2;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|268148;16.5;66;71.2;93.9;24.2;A_QUALIFIER;
France;fr_sncf;Limoges Bénédictins;fr_sncf|UIC87592006;6.6;33;78.8;93.9;18.2;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|333631;23;92;25;45.7;38;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|628831;19;76;46.1;88.2;50;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|128388;14.8;59;55.9;88.1;33.9;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|85585;8.3;33;51.5;87.9;42.4;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|657946;15.8;63;31.7;66.7;47.6;A_QUALIFIER;
France;fr_sncf;Entzheim Aéroport;fr_sncf|UIC87214528;4.8;19;100;100;0;QUARANTAINE;100 % des mouvements sous 60 s , aucun retard superieur a 5 min , dispersion 0.0 pt
France;fr_sncf;Le Bosquet;fr_sncf|UIC87757757;5.8;23;60.9;95.7;34.8;A_QUALIFIER;
France;fr_sncf;La Frayère;fr_sncf|UIC87757740;5.8;23;73.9;100;26.1;QUARANTAINE;aucun retard superieur a 5 min
France;fr_sncf;Ranguin;fr_sncf|UIC87757732;5.8;23;73.9;100;26.1;QUARANTAINE;aucun retard superieur a 5 min
France;fr_sncf;Mouans-Sartoux;fr_sncf|UIC87401323;8.3;33;75.8;93.9;21.2;A_QUALIFIER;
France;fr_sncf;Grasse;fr_sncf|UIC87757724;8;32;87.5;100;12.5;QUARANTAINE;aucun retard superieur a 5 min
France;fr_sncf;Vierzon;fr_sncf|UIC87576009;6;30;53.3;73.3;26.7;A_QUALIFIER;
Pays-Bas;nl_ovapi;Tiel;nl_ovapi|tiel@51.89,5.42;21.4;107;57.9;80.4;37.4;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|125133;22;88;29.5;47.7;31.8;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|385105;18;72;15.3;62.5;68.1;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|292408;16.3;65;43.1;72.3;40;A_QUALIFIER;
France;fr_sncf;Reims;fr_sncf|UIC87171009;4.2;21;90.5;90.5;9.5;A_QUALIFIER;
France;fr_sncf;Annecy;fr_sncf|UIC87746008;6;36;86.1;94.4;11.1;A_QUALIFIER;
Pays-Bas;nl_ovapi;Zaltbommel;nl_ovapi|zaltbommel@51.81,5.26;18;108;67.6;96.3;30.6;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|550591;20;80;51.2;88.8;48.8;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|85465;18.5;74;28.4;66.2;51.4;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|545919;17.8;71;15.5;67.6;67.6;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|389370;19.5;78;44.9;85.9;51.3;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|64463;17.8;71;53.5;93;43.7;A_QUALIFIER;
France;fr_sncf;Biganos Facture;fr_sncf|UIC87582478;9;54;44.4;83.3;48.1;A_QUALIFIER;
France;fr_sncf;Paris Saint-Lazare;fr_sncf|UIC87384008;5.7;34;70.6;85.3;14.7;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|17381;13.5;54;40.7;88.9;59.3;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|660306;12;48;45.8;83.3;52.1;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|300689;12.3;49;38.8;71.4;51;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|101259;19.5;78;79.5;98.7;19.2;QUARANTAINE;ponctualite 98.7 %
Allemagne;de_gtfsde;;de_gtfsde|209785;17.3;69;15.9;63.8;59.4;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|158056;12.8;51;68.6;90.2;31.4;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|601482;19.8;79;17.7;34.2;44.3;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|507356;23.3;93;29;71;52.7;A_QUALIFIER;
Pays-Bas;nl_ovapi;Oosterbeek;nl_ovapi|oosterbeek@51.99,5.84;15.3;61;70.5;98.4;29.5;QUARANTAINE;ponctualite 98.4 %
Allemagne;de_gtfsde;Burgau (Schwab);de_gtfsde|burgauschwab@48.42,10.43;15.4;77;28.6;45.5;45.5;A_QUALIFIER;
France;fr_sncf;Annemasse;fr_sncf|UIC87745497;3.8;19;84.2;89.5;10.5;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|139410;16;64;57.8;89.1;40.6;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|455526;21.3;85;28.2;52.9;38.8;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|615354;15;60;63.3;90;30;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|36493;22;88;13.6;68.2;81.8;A_QUALIFIER;
